시장구분,회사명,신고서제출일,수요예측일정,청약일정,납입일,확정공모가,공모금액(백만원),상장예정일,상장주선인/
,,,~ 2011-11-16,~ 2011-11-23,,,,,
코스닥 상장추진,서암기계공업,2011-11-08,   2011-12-01,   2011-12-07,2011-12-12,"3,800","11,970",2011-12-19,한국투자증권(주)
,,,~ 2011-12-01,~ 2011-12-08,,,,,
코스닥 상장추진,에스에프씨,2011-10-28,   2011-11-16,   2011-11-21,2011-11-24,"14,000","22,861",2011-11-30,엔에이치투자증권주식회사
,,,~ 2011-11-16,~ 2011-11-22,,,,,
코스닥 상장추진,파인넥스,2011-10-21,   2011-11-16,   2011-11-23,2011-11-28,"65,000","52,650",2011-12-05,한국투자증권(주)
,,,~ 2011-11-16,~ 2011-11-24,,,,,
코스닥 상장추진,이엠넷,2011-10-14,   2011-11-10,   2011-11-17,2011-11-22,"6,400","9,600",2011-11-25,케이비투자증권(주)
,,,~ 2011-11-10,~ 2011-11-18,,,,,
코스닥 상장추진,스마트솔루션즈,2011-10-12,   2011-11-03,   2011-11-09,2011-11-14,"9,500","9,137",2011-11-18,하이투자증권(주)
,,,~ 2011-11-03,~ 2011-11-10,,,,,
코스닥 상장추진,테크윙,2011-10-07,   2011-10-26,   2011-11-01,2011-11-04,"23,000","14,950",2011-11-10,한국투자증권(주)
,,,~ 2011-10-26,~ 2011-11-02,,,,,
코스닥 상장추진,에이티세미콘,2011-09-29,-,   2011-11-02,2011-11-07,"2,400","24,000",2011-11-11,미래에셋증권(주)
,,,,~ 2011-11-03,,,,,
코스닥 상장추진,씨큐브,2011-09-27,   2011-10-20,   2011-10-27,2011-11-01,"5,750","5,511",2011-11-08,대신증권(주)
,,,~ 2011-10-20,~ 2011-10-28,,,,,
코스닥 상장추진,케이맥,2011-09-08,   2011-10-05,   2011-10-13,2011-10-18,"14,500","17,400",2011-10-25,KB증권(주)
,,,~ 2011-10-05,~ 2011-10-14,,,,,
코스닥 상장추진,대한과학,2011-09-02,   2011-09-22,   2011-09-29,2011-10-05,"3,000","4,200",2011-10-11,미래에셋증권 주식회사
,,,~ 2011-09-22,~ 2011-09-30,,,,,
코스닥 상장추진,로보스타,2011-08-30,   2011-09-27,   2011-10-05,2011-10-10,"5,800","6,806",2011-10-17,미래에셋증권(주)
,,,~ 2011-09-27,~ 2011-10-06,,,,,
코스닥 상장추진,원익피앤이,2011-08-16,   2011-09-06,   2011-09-15,2011-09-20,"8,000","12,000",2011-09-27,교보증권(주)
,,,~ 2011-09-06,~ 2011-09-16,,,,,
코스닥 상장추진,화진,2011-06-29,   2011-07-21,   2011-07-28,2011-08-02,"4,300","12,305",2011-08-10,현대차증권주식회사
,,,~ 2011-07-21,~ 2011-07-29,,,,,
코스닥 상장추진,제이씨케미칼,2011-06-29,   2011-07-21,   2011-07-28,2011-08-01,"7,200","24,048",2011-08-08,삼성증권(주)
,,,~ 2011-07-21,~ 2011-07-29,,,,,
코스닥 상장추진,제닉,2011-06-29,   2011-07-19,   2011-07-25,2011-07-28,"22,000","19,800",2011-08-03,교보증권(주)
,,,~ 2011-07-19,~ 2011-07-26,,,,,
코스닥 상장추진,아이씨디,2011-06-24,   2011-07-19,   2011-07-26,2011-07-29,"34,000","52,700",2011-08-05,유안타증권(주)
,,,~ 2011-07-19,~ 2011-07-27,,,,,
코스닥 상장추진,상아프론테크,2011-06-16,   2011-07-06,   2011-07-13,2011-07-18,"6,000","15,000",2011-07-21,한국투자증권(주)
,,,~ 2011-07-06,~ 2011-07-14,,,,,
코스닥 상장추진,시티랩스,2011-06-14,   2011-07-12,   2011-07-19,2011-07-22,"7,100","9,479",2011-07-29,유안타증권(주)
,,,~ 2011-07-12,~ 2011-07-20,,,,,
코스닥 상장추진,나이벡,2011-06-08,   2011-06-30,   2011-07-05,2011-07-07,"10,000","7,340",2011-07-13,대신증권(주)
,,,~ 2011-06-30,~ 2011-07-06,,,,,
코스닥 상장추진,대양전기공업,2011-05-27,   2011-06-21,   2011-06-28,2011-07-01,"9,000","25,650",2011-07-08,삼성증권(주)
,,,~ 2011-06-21,~ 2011-06-29,,,,,
코스닥 상장추진,서연탑메탈,2011-05-19,   2011-06-08,   2011-06-15,2011-06-20,"6,500","21,450",2011-06-24,KB증권(주)
,,,~ 2011-06-08,~ 2011-06-16,,,,,
코스닥 상장추진,유니드코리아,2011-05-12,   2011-06-03,   2011-06-09,2011-06-13,"5,800","9,913",2011-06-17,부국증권(주)
,,,~ 2011-06-03,~ 2011-06-10,,,,,
코스닥 상장추진,완리,2011-05-03,   2011-05-30,   2011-06-02,2011-06-07,"4,100","50,020",2011-06-13,삼성증권(주)
,,,~ 2011-05-30,~ 2011-06-03,,,,,
코스닥 상장추진,넥스트아이,2011-05-03,   2011-05-26,   2011-06-01,2011-06-06,"10,000","10,000",2011-06-14,한국투자증권(주)
,,,~ 2011-05-26,~ 2011-06-03,,,,,
코스닥 상장추진,엘아이에스,2011-04-29,   2011-05-20,   2011-05-25,2011-05-30,"34,000","24,598",2011-06-02,엔에이치투자증권주식회사
,,,~ 2011-05-20,~ 2011-05-26,,,,,
코스닥 상장추진,초록뱀이앤엠,2011-04-27,-,   2011-06-02,2011-06-07,"14,000","16,400",2011-06-14,SK증권(주)
,,,,~ 2011-06-03,,,,,
코스닥 상장추진,KX,2011-04-11,   2011-05-12,   2011-05-16,2011-05-19,"9,500","29,391",2011-05-25,IBK투자증권(주)
,,,~ 2011-05-12,~ 2011-05-17,,,,,
코스닥 상장추진,이퓨쳐,2011-03-24,-,   2011-04-18,2011-04-21,"6,400","5,760",2011-04-27,삼성증권(주)
,,,,~ 2011-04-19,,,,,
코스닥 상장추진,티케이케미칼,2011-03-18,   2011-04-08,   2011-04-14,2011-04-19,"5,000","198,000",2011-04-26,엔에이치투자증권주식회사
,,,~ 2011-04-08,~ 2011-04-15,,,,,
코스닥 상장추진,골프존뉴딘홀딩스,2011-03-18,   2011-04-12,   2011-04-20,2011-04-25,"85,000","170,000",2011-05-20,한국투자증권(주)
,,,~ 2011-04-12,~ 2011-04-21,,,,,
코스닥 상장추진,인트론바이오,2011-01-13,   2011-01-11,   2011-01-17,2011-01-20,"6,100","3,050",2011-01-26,신한투자증권 주식회사
,,,~ 2011-01-11,~ 2011-01-18,,,,,
코스닥 상장추진,부스타,2010-12-29,-,   2011-02-14,2011-02-17,"4,200","8,568",2011-02-23,현대차증권주식회사
,,,,~ 2011-02-15,,,,,
코스닥 상장추진,나노신소재,2010-12-27,   2011-01-18,   2011-01-26,2011-01-31,"17,000","30,243",2011-02-09,한국투자증권(주)
,,,~ 2011-01-18,~ 2011-01-27,,,,,
코스닥 상장추진,딜리,2010-12-24,-,   2011-01-19,2011-01-24,"8,000","11,760",2011-01-31,KB증권(주)
,,,,~ 2011-01-20,,,,,
코스닥 상장추진,티피씨글로벌,2010-12-21,   2011-01-18,   2011-01-24,2011-01-27,"5,200","6,760",2011-02-08,신영증권(주)
,,,~ 2011-01-18,~ 2011-01-25,,,,,
코스닥 상장추진,커넥트웨이브,2010-12-20,   2011-01-07,   2011-01-13,2011-01-18,"14,000","20,141",2011-01-24,한국투자증권(주)
,,,~ 2011-01-07,~ 2011-01-14,,,,,
코스닥 상장추진,제이엔케이히터,2010-12-14,   2011-01-14,   2011-01-20,2011-01-24,"13,600","27,200",2011-01-31,엔에이치투자증권주식회사
,,,~ 2011-01-14,~ 2011-01-21,,,,,
코스닥 상장추진,씨그널엔터테인먼트그룹,2010-12-13,   2011-01-07,   2011-01-13,2011-01-18,"8,500","7,582",2011-01-24,신영증권(주)
,,,~ 2011-01-07,~ 2011-01-14,,,,,
코스닥 상장추진,LB세미콘,2010-12-09,-,   2011-01-19,2011-01-24,"4,700","37,600",2011-01-31,한국투자증권(주)
,,,,~ 2011-01-20,,,,,
코스닥 상장추진,블루콤,2010-12-07,   2011-01-14,   2011-01-17,2011-01-20,"12,000","32,400",2011-01-26,엔에이치투자증권주식회사
,,,~ 2011-01-14,~ 2011-01-18,,,,,
코스닥 상장추진,알서포트,2010-12-03,   2010-12-20,   2010-12-23,2010-12-28,"2,500","20,000",2011-01-05,케이비투자증권(주)
,,,~ 2010-12-20,~ 2010-12-24,,,,,
코스닥 상장추진,티에스이,2010-11-25,   2010-12-17,   2010-12-23,2010-12-28,"45,000","36,549",2011-01-05,한국투자증권(주)
,,,~ 2010-12-17,~ 2010-12-24,,,,,
코스닥 상장추진,IBKS스팩1호,2010-11-19,   2010-12-07,   2010-12-13,2010-12-16,"1,000","20,000",2010-12-22,IBK투자증권(주)
,,,~ 2010-12-07,~ 2010-12-14,,,,,
코스닥 상장추진,이브이첨단소재,2010-11-18,   2010-12-08,   2010-12-15,2010-12-20,"2,700","10,800",2010-12-27,한국투자증권(주)
,,,~ 2010-12-08,~ 2010-12-16,,,,,
코스닥 상장추진,인텍플러스,2010-11-17,   2010-12-07,   2010-12-13,2010-12-24,"7,000","7,000",2011-01-05,한국투자증권(주)
,,,~ 2010-12-07,~ 2010-12-14,,,,,
코스닥 상장추진,대정화금,2010-11-12,   2010-12-01,   2010-12-08,2010-12-13,"9,200","21,160",2010-12-20,현대차증권주식회사
,,,~ 2010-12-01,~ 2010-12-09,,,,,
코스닥 상장추진,동부티에스블랙펄스팩,2010-11-04,   2010-11-23,   2010-11-29,2010-12-02,"2,000","22,500",2010-12-08,DB금융투자주식회사
,,,~ 2010-11-23,~ 2010-11-30,,,,,
코스닥 상장추진,에이루트,2010-10-26,   2010-11-16,   2010-11-22,2010-11-25,"5,500","8,250",2010-12-01,신한투자증권 주식회사
,,,~ 2010-11-16,~ 2010-11-23,,,,,
코스닥 상장추진,BGF에코머티리얼즈,2010-10-25,   2010-10-27,   2010-11-04,2010-11-08,"7,000","12,320",2010-11-12,미래에셋증권(주)
,,,~ 2010-10-27,~ 2010-11-05,,,,,
코스닥 상장추진,티비씨,2010-10-20,   2010-11-12,   2010-11-18,2010-11-23,"7,500","7,500",2010-11-29,부국증권(주)
,,,~ 2010-11-12,~ 2010-11-19,,,,,
코스닥 상장추진,한국전자인증,2010-10-08,   2010-11-03,   2010-11-10,2010-11-15,"1,600","2,240",2010-11-19,한국투자증권(주)
,,,~ 2010-11-03,~ 2010-11-11,,,,,
코스닥 상장추진,셀피글로벌,2010-10-05,   2010-10-01,   2010-10-07,2010-10-12,"2,800","4,200",2010-10-19,한화투자증권(주)
,,,~ 2010-10-01,~ 2010-10-08,,,,,
코스닥 상장추진,디케이락,2010-10-04,   2010-10-26,   2010-11-01,2010-11-05,"7,500","15,000",2010-11-12,신한투자증권 주식회사
,,,~ 2010-10-26,~ 2010-11-02,,,,,
코스닥 상장추진,KH 전자,2010-09-29,   2010-10-19,   2010-10-27,2010-11-01,"8,800","17,600",2010-11-05,KB증권(주)
,,,~ 2010-10-19,~ 2010-10-28,,,,,
코스닥 상장추진,KNN,2010-09-27,   2010-10-19,   2010-10-25,2010-10-28,"9,000","11,970",2010-11-03,미래에셋증권(주)
,,,~ 2010-10-19,~ 2010-10-26,,,,,
코스닥 상장추진,누리플랜,2010-09-14,   2010-10-05,   2010-10-13,2010-10-19,"5,500","6,050",2010-10-26,현대차증권주식회사
,,,~ 2010-10-05,~ 2010-10-14,,,,,
코스닥 상장추진,아이텍,2010-09-13,   2010-10-07,   2010-10-14,2010-10-20,"9,100","8,190",2010-10-26,미래에셋증권 주식회사
,,,~ 2010-10-07,~ 2010-10-15,,,,,
코스닥 상장추진,인화정공,2010-09-06,   2010-10-04,   2010-10-13,2010-10-18,"26,000","31,200",2010-10-22,신한투자증권 주식회사
,,,~ 2010-10-04,~ 2010-10-14,,,,,
코스닥 상장추진,한일진공,2010-08-23,   2010-09-10,   2010-09-14,2010-09-17,"2,000","20,000",2010-10-05,키움증권(주)
,,,~ 2010-09-10,~ 2010-09-15,,,,,
코스닥 상장추진,알파홀딩스,2010-08-13,   2010-08-30,   2010-09-07,2010-09-10,"12,000","7,200",2010-09-17,KB증권(주)
,,,~ 2010-08-30,~ 2010-09-08,,,,,
코스닥 상장추진,성융광전투자,2010-08-12,-,   2010-09-06,2010-09-09,"2,800","50,400",2010-09-15,미래에셋증권 주식회사
,,,,~ 2010-09-07,,,,,
코스닥 상장추진,포메탈,2010-08-09,   2010-09-02,   2010-09-09,2010-09-13,"6,000","10,800",2010-09-17,IBK투자증권(주)
,,,~ 2010-09-02,~ 2010-09-10,,,,,
코스닥 상장추진,와이솔,2010-08-06,   2010-08-26,   2010-09-01,2010-09-06,"8,000","8,000",2010-09-10,한화투자증권(주)
,,,~ 2010-08-26,~ 2010-09-02,,,,,
코스닥 상장추진,다원시스,2010-08-06,   2010-08-30,   2010-09-06,2010-09-09,"11,000","14,869",2010-09-14,하이투자증권(주)
,,,~ 2010-08-30,~ 2010-09-07,,,,,
코스닥 상장추진,씨젠,2010-08-03,   2010-08-25,   2010-09-01,2010-09-06,"30,500","19,413",2010-09-10,미래에셋증권 주식회사
,,,~ 2010-08-25,~ 2010-09-02,,,,,
코스닥 상장추진,코리아에프티,2010-07-26,   2010-08-12,   2010-08-18,2010-08-23,"4,000","25,000",2010-08-27,교보증권(주)
,,,~ 2010-08-12,~ 2010-08-19,,,,,
코스닥 상장추진,대신증권그로쓰스팩,2010-07-23,   2010-08-10,   2010-08-12,2010-08-17,"2,000","20,000",2010-08-24,대신증권(주)
,,,~ 2010-08-10,~ 2010-08-13,,,,,
코스닥 상장추진,한국스팩1호,2010-07-21,   2010-08-10,   2010-08-16,2010-08-19,"2,200","23,100",2010-08-24,한국투자증권(주)
,,,~ 2010-08-10,~ 2010-08-17,,,,,
코스닥 상장추진,하이비젼시스템,2010-07-16,-,   2010-08-31,2010-09-03,"2,000","19,000",2010-09-10,이베스트투자증권(주)
,,,,~ 2010-09-01,,,,,
코스닥 상장추진,위메이드플레이,2010-07-15,   2010-08-03,   2010-08-09,2010-08-12,"4,000","20,000",2010-11-10,하나증권주식회사
,,,~ 2010-08-03,~ 2010-08-10,,,,,
코스닥 상장추진,엠에스오토텍,2010-06-24,-,   2010-07-27,2010-07-30,"5,500","15,840",2010-08-06,현대차증권주식회사
,,,,~ 2010-07-28,,,,,
코스닥 상장추진,하이텍팜,2010-06-21,   2010-07-13,   2010-07-20,2010-07-22,"11,500","24,150",2010-07-28,현대차증권주식회사
,,,~ 2010-07-13,~ 2010-07-21,,,,,
코스닥 상장추진,인터로조,2010-06-15,-,   2010-07-19,2010-07-22,"12,000","12,134",2010-07-28,한화투자증권(주)
,,,,~ 2010-07-20,,,,,
코스닥 상장추진,이글루,2010-06-14,   2010-07-15,   2010-07-26,2010-07-29,"14,000","21,000",2010-08-04,미래에셋증권(주)
,,,~ 2010-07-15,~ 2010-07-27,,,,,
코스닥 상장추진,크루셜텍,2010-06-11,-,   2010-07-12,2010-07-15,"23,500","28,327",2010-07-21,미래에셋증권(주)
,,,,~ 2010-07-13,,,,,
코스닥 상장추진,웨이포트,2010-06-11,   2010-07-07,   2010-07-14,2010-07-19,"1,400","19,558",2010-07-23,메리츠증권(주)
,,,~ 2010-07-07,~ 2010-07-15,,,,,
코스닥 상장추진,에스디시스템,2010-06-11,   2010-06-30,   2010-07-07,2010-07-12,"14,800","14,060",2010-07-16,미래에셋증권 주식회사
,,,~ 2010-06-30,~ 2010-07-08,,,,,
코스닥 상장추진,한화SV스팩1호,2010-06-07,   2010-06-25,   2010-06-29,2010-07-02,"5,000","20,000",2010-07-09,한화투자증권(주)
,,,~ 2010-06-25,~ 2010-06-30,,,,,
코스닥 상장추진,알톤스포츠,2010-05-28,   2010-06-17,   2010-06-22,2010-06-25,"1,000","19,700",2010-07-02,신영증권(주)
,,,~ 2010-06-17,~ 2010-06-23,,,,,
코스닥 상장추진,지유온,2010-05-20,   2010-06-07,   2010-06-10,2010-06-14,"13,000","11,466",2010-06-18,엔에이치투자증권주식회사
,,,~ 2010-06-07,~ 2010-06-11,,,,,
코스닥 상장추진,히든챔피언스팩1호,2010-05-10,   2010-05-26,   2010-06-03,2010-06-07,"2,000","30,000",2010-06-11,삼성증권(주)
,,,~ 2010-05-26,~ 2010-06-04,,,,,
코스닥 상장추진,투비소프트,2010-05-07,   2010-05-20,   2010-05-24,2010-05-27,"8,000","3,160",2010-06-01,한국투자증권(주)
,,,~ 2010-05-20,~ 2010-05-25,,,,,
코스닥 상장추진,유비벨록스,2010-05-07,-,   2010-06-09,2010-06-14,"11,000","11,000",2010-06-18,한국투자증권(주)
,,,,~ 2010-06-10,,,,,
코스닥 상장추진,오르비텍,2010-05-07,   2010-05-27,   2010-06-03,2010-06-08,"8,500","15,300",2010-06-15,교보증권(주)
,,,~ 2010-05-27,~ 2010-06-04,,,,,
코스닥 상장추진,엑스큐어,2010-04-28,   2010-05-26,   2010-05-28,2010-06-03,"5,000","4,375",2010-06-09,한국투자증권(주)
,,,~ 2010-05-26,~ 2010-05-31,,,,,
코스닥 상장추진,LX세미콘,2010-04-23,   2010-05-20,   2010-05-26,2010-05-31,"67,000","67,000",2010-06-08,한국투자증권(주)
,,,~ 2010-05-20,~ 2010-05-27,,,,,
코스닥 상장추진,인피니트헬스케어,2010-04-19,   2010-05-11,   2010-05-17,2010-05-20,"5,200","15,600",2010-05-26,삼성증권(주)
,,,~ 2010-05-11,~ 2010-05-18,,,,,
코스닥 상장추진,서진오토모티브,2010-04-07,-,   2010-05-10,2010-05-14,"5,000","37,500",2010-05-25,신한투자증권 주식회사
,,,,~ 2010-05-11,,,,,
코스닥 상장추진,이스트아시아홀딩스,2010-03-19,   2010-04-07,   2010-04-14,2010-04-19,"5,000","29,995",2010-04-23,교보증권(주)
,,,~ 2010-04-07,~ 2010-04-15,,,,,
코스닥 상장추진,애머릿지,2010-03-17,-,   2010-04-12,2010-04-15,"7,500","13,875",2010-04-21,(주)상상인증권
,,,,~ 2010-04-13,,,,,
코스닥 상장추진,삼기,2010-03-16,-,   2010-03-10,2010-03-15,"6,000","20,004",2010-03-19,KB증권(주)
,,,,~ 2010-03-11,,,,,
코스닥 상장추진,케이씨에스,2010-03-11,-,   2010-04-05,2010-04-12,"1,600","5,760",2010-04-14,삼성증권(주)
,,,,~ 2010-04-06,,,,,
코스닥 상장추진,씨케이에이치,2010-02-26,   2010-03-16,   2010-03-22,2010-03-25,"3,700","88,800",2010-03-31,엔에이치투자증권주식회사
,,,~ 2010-03-16,~ 2010-03-23,,,,,
코스닥 상장추진,HLB테라퓨틱스,2010-02-22,   2010-03-11,   2010-03-17,2010-03-22,"11,000","11,511",2010-03-26,교보증권(주)
,,,~ 2010-03-11,~ 2010-03-18,,,,,
코스닥 상장추진,인포바인,2009-12-24,   2010-01-21,   2010-01-28,2010-02-02,"33,000","14,850",2010-02-09,한국투자증권(주)
,,,~ 2010-01-21,~ 2010-01-29,,,,,
코스닥 상장추진,하이소닉,2009-12-22,   2010-01-20,   2010-01-28,2010-02-02,"13,000","10,400",2010-02-09,한화투자증권(주)
,,,~ 2010-01-20,~ 2010-01-29,,,,,
코스닥 상장추진,이미지스,2009-12-22,   2010-02-08,   2010-02-17,2010-03-22,"6,000","9,960",2010-02-26,교보증권(주)
,,,~ 2010-02-08,~ 2010-03-18,,,,,
코스닥 상장추진,금강제강,2009-12-22,   2010-01-15,   2010-01-21,2010-01-26,"15,000","15,000",2010-02-02,하이투자증권(주)
,,,~ 2010-01-15,~ 2010-01-22,,,,,
코스닥 상장추진,우리넷,2009-12-21,   2010-01-12,   2010-01-18,2010-01-21,"6,700","6,413",2010-01-27,한국투자증권(주)
,,,~ 2010-01-12,~ 2010-01-19,,,,,
코스닥 상장추진,모베이스,2009-12-18,   2010-01-18,   2010-01-26,2010-01-29,"13,200","18,942",2010-02-04,미래에셋증권(주)
,,,~ 2010-01-18,~ 2010-01-27,,,,,
코스닥 상장추진,차이나하오란,2009-12-14,   2010-01-19,   2010-01-26,2010-01-29,"4,700","47,000",2010-02-05,신한투자증권 주식회사
,,,~ 2010-01-19,~ 2010-01-27,,,,,
코스닥 상장추진,지스마트글로벌,2009-12-14,   2010-01-18,   2010-01-26,2010-01-29,"17,500","32,900",2010-02-04,삼성증권(주)
,,,~ 2010-01-18,~ 2010-01-27,,,,,
코스닥 상장추진,스타플렉스,2009-12-11,   2010-01-07,   2010-01-18,2010-01-21,"15,000","21,000",2010-01-27,대신증권(주)
,,,~ 2010-01-07,~ 2010-01-19,,,,,
코스닥 상장추진,아세아텍,2009-12-10,   2010-01-11,   2010-01-14,2010-01-19,"4,100","18,040",2010-01-26,IBK투자증권(주)
,,,~ 2010-01-11,~ 2010-01-15,,,,,
코스닥 상장추진,폴라리스우노,2009-12-01,-,   2010-01-05,2010-01-11,"6,500","16,946",2010-01-15,SK증권(주)
,,,,~ 2010-01-06,,,,,
코스닥 상장추진,승화프리텍,2009-11-30,   2009-12-17,   2009-12-23,2009-12-30,"6,700","8,938",2010-01-06,한화투자증권(주)
,,,~ 2009-12-17,~ 2009-12-24,,,,,
코스닥 상장추진,셀바스AI,2009-11-27,   2009-11-25,   2009-12-02,2009-12-07,"9,000","6,444",2009-12-10,한화투자증권(주)
,,,~ 2009-11-25,~ 2009-12-03,,,,,
코스닥 상장추진,ITX-AI,2009-11-18,-,   2009-12-14,2009-12-17,"6,000","7,758",2009-12-22,한화투자증권(주)
,,,,~ 2009-12-15,,,,,
코스닥 상장추진,위메이드,2009-11-17,-,   2009-12-09,2009-12-14,"62,000","130,200",2009-12-18,엔에이치투자증권주식회사
,,,,~ 2009-12-10,,,,,
코스닥 상장추진,글로벌에스엠,2009-11-13,   2009-12-08,   2009-12-14,2009-12-17,"3,200","18,541",2009-12-23,미래에셋증권(주)
,,,~ 2009-12-08,~ 2009-12-15,,,,,
코스닥 상장추진,디와이피엔에프,2009-11-11,   2009-12-01,   2009-12-10,2009-12-15,"12,000","20,400",2009-12-22,현대차증권주식회사
,,,~ 2009-12-01,~ 2009-12-11,,,,,
코스닥 상장추진,KPX생명과학,2009-11-10,   2009-12-04,   2009-12-10,2009-12-15,"6,200","34,100",2009-12-22,미래에셋증권(주)
